,PROLIFIC_PID,ExplanationPair,Need_for_Cognition,Need_for_closure,Susceptibility_to_persuasion,Skepticism,AI_Expertise,Domain,flipped_dim,MetricType,Evaluation
10076,63cefafe1587b9e35702bc9e,000101v001101,0.75,0.5625,0.5625,0.6875,0.875,low,Structure,Usefulness,0
28594,63cefafe1587b9e35702bc9e,001100v001101,0.75,0.5625,0.5625,0.6875,0.875,low,Persuasiveness,Trustworthiness,0
28791,63cefafe1587b9e35702bc9e,001100v001101,0.75,0.5625,0.5625,0.6875,0.875,low,Persuasiveness,Transparency,0
28988,63cefafe1587b9e35702bc9e,001100v001101,0.75,0.5625,0.5625,0.6875,0.875,low,Persuasiveness,Usefulness,0
23078,63cefafe1587b9e35702bc9e,001110v001111,0.75,0.5625,0.5625,0.6875,0.875,low,Persuasiveness,Trustworthiness,0
23275,63cefafe1587b9e35702bc9e,001110v001111,0.75,0.5625,0.5625,0.6875,0.875,low,Persuasiveness,Transparency,0
23472,63cefafe1587b9e35702bc9e,001110v001111,0.75,0.5625,0.5625,0.6875,0.875,low,Persuasiveness,Usefulness,0
45142,63cefafe1587b9e35702bc9e,010001v010101,0.75,0.5625,0.5625,0.6875,0.875,low,Formality,Trustworthiness,1
45339,63cefafe1587b9e35702bc9e,010001v010101,0.75,0.5625,0.5625,0.6875,0.875,low,Formality,Transparency,1
45536,63cefafe1587b9e35702bc9e,010001v010101,0.75,0.5625,0.5625,0.6875,0.875,low,Formality,Usefulness,1
84542,63cefafe1587b9e35702bc9e,100000v101000,0.75,0.5625,0.5625,0.6875,0.875,high,Structure,Trustworthiness,1
84739,63cefafe1587b9e35702bc9e,100000v101000,0.75,0.5625,0.5625,0.6875,0.875,high,Structure,Transparency,0
84936,63cefafe1587b9e35702bc9e,100000v101000,0.75,0.5625,0.5625,0.6875,0.875,high,Structure,Usefulness,0
71934,63cefafe1587b9e35702bc9e,100001v100101,0.75,0.5625,0.5625,0.6875,0.875,high,Formality,Trustworthiness,1
72131,63cefafe1587b9e35702bc9e,100001v100101,0.75,0.5625,0.5625,0.6875,0.875,high,Formality,Transparency,1
72328,63cefafe1587b9e35702bc9e,100001v100101,0.75,0.5625,0.5625,0.6875,0.875,high,Formality,Usefulness,1
69570,63cefafe1587b9e35702bc9e,100110v101110,0.75,0.5625,0.5625,0.6875,0.875,high,Structure,Trustworthiness,1
69767,63cefafe1587b9e35702bc9e,100110v101110,0.75,0.5625,0.5625,0.6875,0.875,high,Structure,Transparency,0
69964,63cefafe1587b9e35702bc9e,100110v101110,0.75,0.5625,0.5625,0.6875,0.875,high,Structure,Usefulness,0
116062,63cefafe1587b9e35702bc9e,110001v111001,0.75,0.5625,0.5625,0.6875,0.875,high,Structure,Trustworthiness,1
116259,63cefafe1587b9e35702bc9e,110001v111001,0.75,0.5625,0.5625,0.6875,0.875,high,Structure,Transparency,0
116456,63cefafe1587b9e35702bc9e,110001v111001,0.75,0.5625,0.5625,0.6875,0.875,high,Structure,Usefulness,0
125518,63cefafe1587b9e35702bc9e,111000v111010,0.75,0.5625,0.5625,0.6875,0.875,high,Detail,Trustworthiness,0
125715,63cefafe1587b9e35702bc9e,111000v111010,0.75,0.5625,0.5625,0.6875,0.875,high,Detail,Transparency,1
125912,63cefafe1587b9e35702bc9e,111000v111010,0.75,0.5625,0.5625,0.6875,0.875,high,Detail,Usefulness,1
14548,646346fe4c7507b84b11a28a,000001v000011,0.7,0.5625,0.6875,0.6875,0.25,low,Detail,Trustworthiness,1
14745,646346fe4c7507b84b11a28a,000001v000011,0.7,0.5625,0.6875,0.6875,0.25,low,Detail,Transparency,1
14942,646346fe4c7507b84b11a28a,000001v000011,0.7,0.5625,0.6875,0.6875,0.25,low,Detail,Usefulness,1
12184,646346fe4c7507b84b11a28a,000100v001100,0.7,0.5625,0.6875,0.6875,0.25,low,Structure,Trustworthiness,0
12381,646346fe4c7507b84b11a28a,000100v001100,0.7,0.5625,0.6875,0.6875,0.25,low,Structure,Transparency,0
12578,646346fe4c7507b84b11a28a,000100v001100,0.7,0.5625,0.6875,0.6875,0.25,low,Structure,Usefulness,0
51584,646346fe4c7507b84b11a28a,010010v011010,0.7,0.5625,0.6875,0.6875,0.25,low,Structure,Trustworthiness,0
51781,646346fe4c7507b84b11a28a,010010v011010,0.7,0.5625,0.6875,0.6875,0.25,low,Structure,Transparency,0
51978,646346fe4c7507b84b11a28a,010010v011010,0.7,0.5625,0.6875,0.6875,0.25,low,Structure,Usefulness,0
38976,646346fe4c7507b84b11a28a,010110v010111,0.7,0.5625,0.6875,0.6875,0.25,low,Persuasiveness,Trustworthiness,0
39173,646346fe4c7507b84b11a28a,010110v010111,0.7,0.5625,0.6875,0.6875,0.25,low,Persuasiveness,Transparency,0
39370,646346fe4c7507b84b11a28a,010110v010111,0.7,0.5625,0.6875,0.6875,0.25,low,Persuasiveness,Usefulness,0
79952,646346fe4c7507b84b11a28a,100000v100010,0.7,0.5625,0.6875,0.6875,0.25,high,Detail,Trustworthiness,1
80149,646346fe4c7507b84b11a28a,100000v100010,0.7,0.5625,0.6875,0.6875,0.25,high,Detail,Transparency,1
80346,646346fe4c7507b84b11a28a,100000v100010,0.7,0.5625,0.6875,0.6875,0.25,high,Detail,Usefulness,0
81528,646346fe4c7507b84b11a28a,100010v110010,0.7,0.5625,0.6875,0.6875,0.25,high,Length,Trustworthiness,1
81725,646346fe4c7507b84b11a28a,100010v110010,0.7,0.5625,0.6875,0.6875,0.25,high,Length,Transparency,1
81922,646346fe4c7507b84b11a28a,100010v110010,0.7,0.5625,0.6875,0.6875,0.25,high,Length,Usefulness,1
64192,646346fe4c7507b84b11a28a,100110v100111,0.7,0.5625,0.6875,0.6875,0.25,high,Persuasiveness,Trustworthiness,0
64389,646346fe4c7507b84b11a28a,100110v100111,0.7,0.5625,0.6875,0.6875,0.25,high,Persuasiveness,Transparency,0
64586,646346fe4c7507b84b11a28a,100110v100111,0.7,0.5625,0.6875,0.6875,0.25,high,Persuasiveness,Usefulness,0
91772,646346fe4c7507b84b11a28a,101100v101101,0.7,0.5625,0.6875,0.6875,0.25,high,Persuasiveness,Trustworthiness,1
91969,646346fe4c7507b84b11a28a,101100v101101,0.7,0.5625,0.6875,0.6875,0.25,high,Persuasiveness,Transparency,1
92166,646346fe4c7507b84b11a28a,101100v101101,0.7,0.5625,0.6875,0.6875,0.25,high,Persuasiveness,Usefulness,1
88620,646346fe4c7507b84b11a28a,101111v111111,0.7,0.5625,0.6875,0.6875,0.25,high,Length,Trustworthiness,1
88817,646346fe4c7507b84b11a28a,101111v111111,0.7,0.5625,0.6875,0.6875,0.25,high,Length,Transparency,1
89014,646346fe4c7507b84b11a28a,101111v111111,0.7,0.5625,0.6875,0.6875,0.25,high,Length,Usefulness,1
109896,646346fe4c7507b84b11a28a,110000v110100,0.7,0.5625,0.6875,0.6875,0.25,high,Formality,Trustworthiness,1
110093,646346fe4c7507b84b11a28a,110000v110100,0.7,0.5625,0.6875,0.6875,0.25,high,Formality,Transparency,0
110290,646346fe4c7507b84b11a28a,110000v110100,0.7,0.5625,0.6875,0.6875,0.25,high,Formality,Usefulness,0
17611,647660ef7bc13de7eaf0c76e,000010v001010,0.55,0.6875,0.8125,0.875,0.9375,low,Structure,Trustworthiness,0
17808,647660ef7bc13de7eaf0c76e,000010v001010,0.55,0.6875,0.8125,0.875,0.9375,low,Structure,Transparency,0
18005,647660ef7bc13de7eaf0c76e,000010v001010,0.55,0.6875,0.8125,0.875,0.9375,low,Structure,Usefulness,0
12883,647660ef7bc13de7eaf0c76e,000100v010100,0.55,0.6875,0.8125,0.875,0.9375,low,Length,Trustworthiness,1
13080,647660ef7bc13de7eaf0c76e,000100v010100,0.55,0.6875,0.8125,0.875,0.9375,low,Length,Transparency,1
13277,647660ef7bc13de7eaf0c76e,000100v010100,0.55,0.6875,0.8125,0.875,0.9375,low,Length,Usefulness,1
30219,647660ef7bc13de7eaf0c76e,001101v011101,0.55,0.6875,0.8125,0.875,0.9375,low,Length,Trustworthiness,1
30416,647660ef7bc13de7eaf0c76e,001101v011101,0.55,0.6875,0.8125,0.875,0.9375,low,Length,Transparency,1
30613,647660ef7bc13de7eaf0c76e,001101v011101,0.55,0.6875,0.8125,0.875,0.9375,low,Length,Usefulness,1
23127,647660ef7bc13de7eaf0c76e,001110v001111,0.55,0.6875,0.8125,0.875,0.9375,low,Persuasiveness,Trustworthiness,1
23324,647660ef7bc13de7eaf0c76e,001110v001111,0.55,0.6875,0.8125,0.875,0.9375,low,Persuasiveness,Transparency,1
23521,647660ef7bc13de7eaf0c76e,001110v001111,0.55,0.6875,0.8125,0.875,0.9375,low,Persuasiveness,Usefulness,1
64103,647660ef7bc13de7eaf0c76e,100110v100111,0.55,0.6875,0.8125,0.875,0.9375,high,Persuasiveness,Trustworthiness,1
64300,647660ef7bc13de7eaf0c76e,100110v100111,0.55,0.6875,0.8125,0.875,0.9375,high,Persuasiveness,Transparency,1
64497,647660ef7bc13de7eaf0c76e,100110v100111,0.55,0.6875,0.8125,0.875,0.9375,high,Persuasiveness,Usefulness,1
112959,647660ef7bc13de7eaf0c76e,110011v111011,0.55,0.6875,0.8125,0.875,0.9375,high,Structure,Trustworthiness,1
113156,647660ef7bc13de7eaf0c76e,110011v111011,0.55,0.6875,0.8125,0.875,0.9375,high,Structure,Transparency,1
113353,647660ef7bc13de7eaf0c76e,110011v111011,0.55,0.6875,0.8125,0.875,0.9375,high,Structure,Usefulness,1
124779,647660ef7bc13de7eaf0c76e,111001v111011,0.55,0.6875,0.8125,0.875,0.9375,high,Detail,Trustworthiness,1
124976,647660ef7bc13de7eaf0c76e,111001v111011,0.55,0.6875,0.8125,0.875,0.9375,high,Detail,Transparency,1
125173,647660ef7bc13de7eaf0c76e,111001v111011,0.55,0.6875,0.8125,0.875,0.9375,high,Detail,Usefulness,1
1925,65de5ddcc637719fe458fc76,000101v000111,0.65,0.6875,0.8125,0.75,0.6875,low,Detail,Trustworthiness,1
2122,65de5ddcc637719fe458fc76,000101v000111,0.65,0.6875,0.8125,0.75,0.6875,low,Detail,Transparency,1
2319,65de5ddcc637719fe458fc76,000101v000111,0.65,0.6875,0.8125,0.75,0.6875,low,Detail,Usefulness,1
126429,65de5ddcc637719fe458fc76,111000v111001,0.65,0.6875,0.8125,0.75,0.6875,high,Persuasiveness,Trustworthiness,1
126626,65de5ddcc637719fe458fc76,111000v111001,0.65,0.6875,0.8125,0.75,0.6875,high,Persuasiveness,Transparency,0
126823,65de5ddcc637719fe458fc76,111000v111001,0.65,0.6875,0.8125,0.75,0.6875,high,Persuasiveness,Usefulness,1
124853,65de5ddcc637719fe458fc76,111001v111011,0.65,0.6875,0.8125,0.75,0.6875,high,Detail,Trustworthiness,1
125050,65de5ddcc637719fe458fc76,111001v111011,0.65,0.6875,0.8125,0.75,0.6875,high,Detail,Transparency,0
125247,65de5ddcc637719fe458fc76,111001v111011,0.65,0.6875,0.8125,0.75,0.6875,high,Detail,Usefulness,1
15177,66073c4673a44d32dc246496,000011v001011,0.5,0.375,0.75,0.625,0.75,low,Structure,Trustworthiness,1
15374,66073c4673a44d32dc246496,000011v001011,0.5,0.375,0.75,0.625,0.75,low,Structure,Transparency,1
15571,66073c4673a44d32dc246496,000011v001011,0.5,0.375,0.75,0.625,0.75,low,Structure,Usefulness,1
15965,66073c4673a44d32dc246496,000011v010011,0.5,0.375,0.75,0.625,0.75,low,Length,Trustworthiness,0
16162,66073c4673a44d32dc246496,000011v010011,0.5,0.375,0.75,0.625,0.75,low,Length,Transparency,0
16359,66073c4673a44d32dc246496,000011v010011,0.5,0.375,0.75,0.625,0.75,low,Length,Usefulness,0
6509,66073c4673a44d32dc246496,000110v001110,0.5,0.375,0.75,0.625,0.75,low,Structure,Trustworthiness,1
6706,66073c4673a44d32dc246496,000110v001110,0.5,0.375,0.75,0.625,0.75,low,Structure,Transparency,1
6903,66073c4673a44d32dc246496,000110v001110,0.5,0.375,0.75,0.625,0.75,low,Structure,Usefulness,1
30149,66073c4673a44d32dc246496,001101v011101,0.5,0.375,0.75,0.625,0.75,low,Length,Trustworthiness,0
30346,66073c4673a44d32dc246496,001101v011101,0.5,0.375,0.75,0.625,0.75,low,Length,Transparency,1
30543,66073c4673a44d32dc246496,001101v011101,0.5,0.375,0.75,0.625,0.75,low,Length,Usefulness,0
51425,66073c4673a44d32dc246496,010010v011010,0.5,0.375,0.75,0.625,0.75,low,Structure,Trustworthiness,1
51622,66073c4673a44d32dc246496,010010v011010,0.5,0.375,0.75,0.625,0.75,low,Structure,Transparency,1
51819,66073c4673a44d32dc246496,010010v011010,0.5,0.375,0.75,0.625,0.75,low,Structure,Usefulness,1
78217,66073c4673a44d32dc246496,100011v101011,0.5,0.375,0.75,0.625,0.75,high,Structure,Trustworthiness,1
78414,66073c4673a44d32dc246496,100011v101011,0.5,0.375,0.75,0.625,0.75,high,Structure,Transparency,1
78611,66073c4673a44d32dc246496,100011v101011,0.5,0.375,0.75,0.625,0.75,high,Structure,Usefulness,1
86097,66073c4673a44d32dc246496,101110v101111,0.5,0.375,0.75,0.625,0.75,high,Persuasiveness,Trustworthiness,1
86294,66073c4673a44d32dc246496,101110v101111,0.5,0.375,0.75,0.625,0.75,high,Persuasiveness,Transparency,1
86491,66073c4673a44d32dc246496,101110v101111,0.5,0.375,0.75,0.625,0.75,high,Persuasiveness,Usefulness,1
104221,66073c4673a44d32dc246496,110111v111111,0.5,0.375,0.75,0.625,0.75,high,Structure,Trustworthiness,1
104418,66073c4673a44d32dc246496,110111v111111,0.5,0.375,0.75,0.625,0.75,high,Structure,Transparency,0
104615,66073c4673a44d32dc246496,110111v111111,0.5,0.375,0.75,0.625,0.75,high,Structure,Usefulness,1
124709,66073c4673a44d32dc246496,111001v111011,0.5,0.375,0.75,0.625,0.75,high,Detail,Trustworthiness,0
124906,66073c4673a44d32dc246496,111001v111011,0.5,0.375,0.75,0.625,0.75,high,Detail,Transparency,1
125103,66073c4673a44d32dc246496,111001v111011,0.5,0.375,0.75,0.625,0.75,high,Detail,Usefulness,1
117617,66073c4673a44d32dc246496,111110v111111,0.5,0.375,0.75,0.625,0.75,high,Persuasiveness,Trustworthiness,0
117814,66073c4673a44d32dc246496,111110v111111,0.5,0.375,0.75,0.625,0.75,high,Persuasiveness,Transparency,0
118011,66073c4673a44d32dc246496,111110v111111,0.5,0.375,0.75,0.625,0.75,high,Persuasiveness,Usefulness,0
8268,6612990fa0e1d2605331a833,000100v000101,0.55,0.25,0.6875,0.625,0.1875,low,Persuasiveness,Trustworthiness,1
8465,6612990fa0e1d2605331a833,000100v000101,0.55,0.25,0.6875,0.625,0.1875,low,Persuasiveness,Transparency,0
8662,6612990fa0e1d2605331a833,000100v000101,0.55,0.25,0.6875,0.625,0.1875,low,Persuasiveness,Usefulness,1
26392,6612990fa0e1d2605331a833,001100v001110,0.55,0.25,0.6875,0.625,0.1875,low,Detail,Trustworthiness,1
26589,6612990fa0e1d2605331a833,001100v001110,0.55,0.25,0.6875,0.625,0.1875,low,Detail,Transparency,1
26786,6612990fa0e1d2605331a833,001100v001110,0.55,0.25,0.6875,0.625,0.1875,low,Detail,Usefulness,1
24816,6612990fa0e1d2605331a833,001011v001111,0.55,0.25,0.6875,0.625,0.1875,low,Formality,Trustworthiness,1
25013,6612990fa0e1d2605331a833,001011v001111,0.55,0.25,0.6875,0.625,0.1875,low,Formality,Transparency,0
25210,6612990fa0e1d2605331a833,001011v001111,0.55,0.25,0.6875,0.625,0.1875,low,Formality,Usefulness,0
50820,6612990fa0e1d2605331a833,010000v010010,0.55,0.25,0.6875,0.625,0.1875,low,Detail,Trustworthiness,0
51017,6612990fa0e1d2605331a833,010000v010010,0.55,0.25,0.6875,0.625,0.1875,low,Detail,Transparency,0
51214,6612990fa0e1d2605331a833,010000v010010,0.55,0.25,0.6875,0.625,0.1875,low,Detail,Usefulness,1
43728,6612990fa0e1d2605331a833,010110v011110,0.55,0.25,0.6875,0.625,0.1875,low,Structure,Trustworthiness,0
43925,6612990fa0e1d2605331a833,010110v011110,0.55,0.25,0.6875,0.625,0.1875,low,Structure,Transparency,1
44122,6612990fa0e1d2605331a833,010110v011110,0.55,0.25,0.6875,0.625,0.1875,low,Structure,Usefulness,1
79188,6612990fa0e1d2605331a833,100011v110011,0.55,0.25,0.6875,0.625,0.1875,high,Length,Trustworthiness,1
79385,6612990fa0e1d2605331a833,100011v110011,0.55,0.25,0.6875,0.625,0.1875,high,Length,Transparency,0
79582,6612990fa0e1d2605331a833,100011v110011,0.55,0.25,0.6875,0.625,0.1875,high,Length,Usefulness,1
100464,6612990fa0e1d2605331a833,101001v111001,0.55,0.25,0.6875,0.625,0.1875,high,Length,Trustworthiness,1
100661,6612990fa0e1d2605331a833,101001v111001,0.55,0.25,0.6875,0.625,0.1875,high,Length,Transparency,1
100858,6612990fa0e1d2605331a833,101001v111001,0.55,0.25,0.6875,0.625,0.1875,high,Length,Usefulness,0
94948,6612990fa0e1d2605331a833,101100v111100,0.55,0.25,0.6875,0.625,0.1875,high,Length,Trustworthiness,1
95145,6612990fa0e1d2605331a833,101100v111100,0.55,0.25,0.6875,0.625,0.1875,high,Length,Transparency,1
95342,6612990fa0e1d2605331a833,101100v111100,0.55,0.25,0.6875,0.625,0.1875,high,Length,Usefulness,1
112284,6612990fa0e1d2605331a833,110001v110011,0.55,0.25,0.6875,0.625,0.1875,high,Detail,Trustworthiness,1
112481,6612990fa0e1d2605331a833,110001v110011,0.55,0.25,0.6875,0.625,0.1875,high,Detail,Transparency,1
112678,6612990fa0e1d2605331a833,110001v110011,0.55,0.25,0.6875,0.625,0.1875,high,Detail,Usefulness,0
21511,6624638357b56eb340c8f109,000000v001000,0.95,0.5625,0.4375,0.6875,0.75,low,Structure,Trustworthiness,1
21708,6624638357b56eb340c8f109,000000v001000,0.95,0.5625,0.4375,0.6875,0.75,low,Structure,Transparency,1
21905,6624638357b56eb340c8f109,000000v001000,0.95,0.5625,0.4375,0.6875,0.75,low,Structure,Usefulness,1
34119,6624638357b56eb340c8f109,001011v011011,0.95,0.5625,0.4375,0.6875,0.75,low,Length,Trustworthiness,1
34316,6624638357b56eb340c8f109,001011v011011,0.95,0.5625,0.4375,0.6875,0.75,low,Length,Transparency,1
34513,6624638357b56eb340c8f109,001011v011011,0.95,0.5625,0.4375,0.6875,0.75,low,Length,Usefulness,1
45939,6624638357b56eb340c8f109,010101v011101,0.95,0.5625,0.4375,0.6875,0.75,low,Structure,Trustworthiness,1
46136,6624638357b56eb340c8f109,010101v011101,0.95,0.5625,0.4375,0.6875,0.75,low,Structure,Transparency,1
46333,6624638357b56eb340c8f109,010101v011101,0.95,0.5625,0.4375,0.6875,0.75,low,Structure,Usefulness,1
39635,6624638357b56eb340c8f109,010101v010111,0.95,0.5625,0.4375,0.6875,0.75,low,Detail,Trustworthiness,1
39832,6624638357b56eb340c8f109,010101v010111,0.95,0.5625,0.4375,0.6875,0.75,low,Detail,Transparency,1
40029,6624638357b56eb340c8f109,010101v010111,0.95,0.5625,0.4375,0.6875,0.75,low,Detail,Usefulness,1
55395,6624638357b56eb340c8f109,011101v011111,0.95,0.5625,0.4375,0.6875,0.75,low,Detail,Trustworthiness,1
55592,6624638357b56eb340c8f109,011101v011111,0.95,0.5625,0.4375,0.6875,0.75,low,Detail,Transparency,1
55789,6624638357b56eb340c8f109,011101v011111,0.95,0.5625,0.4375,0.6875,0.75,low,Detail,Usefulness,1
82187,6624638357b56eb340c8f109,100000v100001,0.95,0.5625,0.4375,0.6875,0.75,high,Persuasiveness,Trustworthiness,1
82384,6624638357b56eb340c8f109,100000v100001,0.95,0.5625,0.4375,0.6875,0.75,high,Persuasiveness,Transparency,1
82581,6624638357b56eb340c8f109,100000v100001,0.95,0.5625,0.4375,0.6875,0.75,high,Persuasiveness,Usefulness,1
95583,6624638357b56eb340c8f109,101010v101011,0.95,0.5625,0.4375,0.6875,0.75,high,Persuasiveness,Trustworthiness,0
95780,6624638357b56eb340c8f109,101010v101011,0.95,0.5625,0.4375,0.6875,0.75,high,Persuasiveness,Transparency,0
95977,6624638357b56eb340c8f109,101010v101011,0.95,0.5625,0.4375,0.6875,0.75,high,Persuasiveness,Usefulness,0
89279,6624638357b56eb340c8f109,101100v101110,0.95,0.5625,0.4375,0.6875,0.75,high,Detail,Trustworthiness,1
89476,6624638357b56eb340c8f109,101100v101110,0.95,0.5625,0.4375,0.6875,0.75,high,Detail,Transparency,1
89673,6624638357b56eb340c8f109,101100v101110,0.95,0.5625,0.4375,0.6875,0.75,high,Detail,Usefulness,1
109767,6624638357b56eb340c8f109,110000v110100,0.95,0.5625,0.4375,0.6875,0.75,high,Formality,Trustworthiness,1
109964,6624638357b56eb340c8f109,110000v110100,0.95,0.5625,0.4375,0.6875,0.75,high,Formality,Transparency,1
110161,6624638357b56eb340c8f109,110000v110100,0.95,0.5625,0.4375,0.6875,0.75,high,Formality,Usefulness,1
123951,6624638357b56eb340c8f109,111010v111011,0.95,0.5625,0.4375,0.6875,0.75,high,Persuasiveness,Trustworthiness,0
124148,6624638357b56eb340c8f109,111010v111011,0.95,0.5625,0.4375,0.6875,0.75,high,Persuasiveness,Transparency,0
124345,6624638357b56eb340c8f109,111010v111011,0.95,0.5625,0.4375,0.6875,0.75,high,Persuasiveness,Usefulness,0
34961,6630e55b3b999569b5a36635,001000v001010,0.35,0.5,0.6875,0.75,0.75,low,Detail,Trustworthiness,1
35158,6630e55b3b999569b5a36635,001000v001010,0.35,0.5,0.6875,0.75,0.75,low,Detail,Transparency,1
35355,6630e55b3b999569b5a36635,001000v001010,0.35,0.5,0.6875,0.75,0.75,low,Detail,Usefulness,1
35749,6630e55b3b999569b5a36635,001010v011010,0.35,0.5,0.6875,0.75,0.75,low,Length,Trustworthiness,1
35946,6630e55b3b999569b5a36635,001010v011010,0.35,0.5,0.6875,0.75,0.75,low,Length,Transparency,1
36143,6630e55b3b999569b5a36635,001010v011010,0.35,0.5,0.6875,0.75,0.75,low,Length,Usefulness,1
31021,6630e55b3b999569b5a36635,001000v001100,0.35,0.5,0.6875,0.75,0.75,low,Formality,Trustworthiness,1
31218,6630e55b3b999569b5a36635,001000v001100,0.35,0.5,0.6875,0.75,0.75,low,Formality,Transparency,1
31415,6630e55b3b999569b5a36635,001000v001100,0.35,0.5,0.6875,0.75,0.75,low,Formality,Usefulness,1
50721,6630e55b3b999569b5a36635,010000v010010,0.35,0.5,0.6875,0.75,0.75,low,Detail,Trustworthiness,1
50918,6630e55b3b999569b5a36635,010000v010010,0.35,0.5,0.6875,0.75,0.75,low,Detail,Transparency,1
51115,6630e55b3b999569b5a36635,010000v010010,0.35,0.5,0.6875,0.75,0.75,low,Detail,Usefulness,1
48357,6630e55b3b999569b5a36635,010010v010011,0.35,0.5,0.6875,0.75,0.75,low,Persuasiveness,Trustworthiness,1
48554,6630e55b3b999569b5a36635,010010v010011,0.35,0.5,0.6875,0.75,0.75,low,Persuasiveness,Transparency,1
48751,6630e55b3b999569b5a36635,010010v010011,0.35,0.5,0.6875,0.75,0.75,low,Persuasiveness,Usefulness,1
81453,6630e55b3b999569b5a36635,100010v110010,0.35,0.5,0.6875,0.75,0.75,high,Length,Trustworthiness,1
81650,6630e55b3b999569b5a36635,100010v110010,0.35,0.5,0.6875,0.75,0.75,high,Length,Transparency,1
81847,6630e55b3b999569b5a36635,100010v110010,0.35,0.5,0.6875,0.75,0.75,high,Length,Usefulness,1
97213,6630e55b3b999569b5a36635,101011v111011,0.35,0.5,0.6875,0.75,0.75,high,Length,Trustworthiness,1
97410,6630e55b3b999569b5a36635,101011v111011,0.35,0.5,0.6875,0.75,0.75,high,Length,Transparency,1
97607,6630e55b3b999569b5a36635,101011v111011,0.35,0.5,0.6875,0.75,0.75,high,Length,Usefulness,1
113761,6630e55b3b999569b5a36635,110000v110010,0.35,0.5,0.6875,0.75,0.75,high,Detail,Trustworthiness,1
113958,6630e55b3b999569b5a36635,110000v110010,0.35,0.5,0.6875,0.75,0.75,high,Detail,Transparency,1
114155,6630e55b3b999569b5a36635,110000v110010,0.35,0.5,0.6875,0.75,0.75,high,Detail,Usefulness,1
109821,6630e55b3b999569b5a36635,110000v110100,0.35,0.5,0.6875,0.75,0.75,high,Formality,Trustworthiness,1
110018,6630e55b3b999569b5a36635,110000v110100,0.35,0.5,0.6875,0.75,0.75,high,Formality,Transparency,1
110215,6630e55b3b999569b5a36635,110000v110100,0.35,0.5,0.6875,0.75,0.75,high,Formality,Usefulness,1
122429,6630e55b3b999569b5a36635,111001v111101,0.35,0.5,0.6875,0.75,0.75,high,Formality,Trustworthiness,1
122626,6630e55b3b999569b5a36635,111001v111101,0.35,0.5,0.6875,0.75,0.75,high,Formality,Transparency,1
122823,6630e55b3b999569b5a36635,111001v111101,0.35,0.5,0.6875,0.75,0.75,high,Formality,Usefulness,1
14429,6638e6601cddfd62522b3913,000001v000011,0.55,0.5625,0.5,0.625,0.5,low,Detail,Trustworthiness,0
14626,6638e6601cddfd62522b3913,000001v000011,0.55,0.5625,0.5,0.625,0.5,low,Detail,Transparency,0
14823,6638e6601cddfd62522b3913,000001v000011,0.55,0.5625,0.5,0.625,0.5,low,Detail,Usefulness,0
36493,6638e6601cddfd62522b3913,001000v001001,0.55,0.5625,0.5,0.625,0.5,low,Persuasiveness,Trustworthiness,0
36690,6638e6601cddfd62522b3913,001000v001001,0.55,0.5625,0.5,0.625,0.5,low,Persuasiveness,Transparency,0
